"iso_a0","adm_0_name","adm_1_name","adm_2_name","gaul_level","fao_gaul_code","t_res","calendar_start_date","calendar_end_date","year","dengue_total","case_definition_standardised"
"COL","colombia","valle","cali","adm2",14374,"week",2011-07-31,2011-08-06,2011,33,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-08-07,2011-08-13,2011,30,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-08-14,2011-08-20,2011,36,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-08-21,2011-08-27,2011,35,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-08-28,2011-09-03,2011,31,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-09-04,2011-09-10,2011,16,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-09-11,2011-09-17,2011,24,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-09-18,2011-09-24,2011,25,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-09-25,2011-10-01,2011,15,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-10-02,2011-10-08,2011,26,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-10-09,2011-10-15,2011,20,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-10-16,2011-10-22,2011,17,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-10-23,2011-10-29,2011,25,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-10-30,2011-11-05,2011,20,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-11-06,2011-11-12,2011,13,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-11-13,2011-11-19,2011,24,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-11-20,2011-11-26,2011,15,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-11-27,2011-12-03,2011,23,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-12-04,2011-12-10,2011,19,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-12-11,2011-12-17,2011,19,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-12-18,2011-12-24,2011,22,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2011-12-25,2011-12-31,2011,34,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-01-01,2012-01-07,2012,38,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-01-08,2012-01-14,2012,31,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-01-15,2012-01-21,2012,26,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-01-22,2012-01-28,2012,34,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-01-29,2012-02-04,2012,24,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-02-05,2012-02-11,2012,44,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-02-12,2012-02-18,2012,37,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-02-19,2012-02-25,2012,45,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-02-26,2012-03-03,2012,50,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-03-04,2012-03-10,2012,59,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-03-11,2012-03-17,2012,52,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-03-18,2012-03-24,2012,51,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-03-25,2012-03-31,2012,40,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-04-01,2012-04-07,2012,46,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-04-08,2012-04-14,2012,27,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-04-15,2012-04-21,2012,39,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-04-22,2012-04-28,2012,32,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-04-29,2012-05-05,2012,29,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-05-06,2012-05-12,2012,31,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-05-13,2012-05-19,2012,32,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-05-20,2012-05-26,2012,35,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-05-27,2012-06-02,2012,23,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-06-03,2012-06-09,2012,29,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-06-10,2012-06-16,2012,34,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-06-17,2012-06-23,2012,39,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-06-24,2012-06-30,2012,29,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-07-01,2012-07-07,2012,31,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-07-08,2012-07-14,2012,32,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-07-15,2012-07-21,2012,30,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-07-22,2012-07-28,2012,38,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-07-29,2012-08-04,2012,40,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-08-05,2012-08-11,2012,23,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-08-12,2012-08-18,2012,24,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-08-19,2012-08-25,2012,31,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-08-26,2012-09-01,2012,33,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-09-02,2012-09-08,2012,39,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-09-09,2012-09-15,2012,32,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-09-16,2012-09-22,2012,48,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-09-23,2012-09-29,2012,29,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-09-30,2012-10-06,2012,37,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-10-07,2012-10-13,2012,42,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-10-14,2012-10-20,2012,42,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-10-21,2012-10-27,2012,39,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-10-28,2012-11-03,2012,44,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-11-04,2012-11-10,2012,46,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-11-11,2012-11-17,2012,33,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-11-18,2012-11-24,2012,43,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-11-25,2012-12-01,2012,58,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-12-02,2012-12-08,2012,60,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-12-09,2012-12-15,2012,69,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-12-16,2012-12-22,2012,70,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-12-23,2012-12-29,2012,81,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2012-12-30,2013-01-05,2012,211,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-01-06,2013-01-12,2013,218,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-01-13,2013-01-19,2013,240,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-01-20,2013-01-26,2013,259,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-01-27,2013-02-02,2013,282,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-02-03,2013-02-09,2013,258,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-02-10,2013-02-16,2013,248,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-02-17,2013-02-23,2013,295,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-02-24,2013-03-02,2013,294,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-03-03,2013-03-09,2013,292,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-03-10,2013-03-16,2013,310,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-03-17,2013-03-23,2013,297,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-03-24,2013-03-30,2013,262,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-03-31,2013-04-06,2013,404,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-04-07,2013-04-13,2013,469,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-04-14,2013-04-20,2013,502,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-04-21,2013-04-27,2013,470,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-04-28,2013-05-04,2013,476,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-05-05,2013-05-11,2013,427,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-05-12,2013-05-18,2013,403,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-05-19,2013-05-25,2013,463,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-05-26,2013-06-01,2013,463,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-06-02,2013-06-08,2013,432,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-06-09,2013-06-15,2013,425,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-06-16,2013-06-22,2013,432,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-06-23,2013-06-29,2013,395,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-06-30,2013-07-06,2013,449,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-07-07,2013-07-13,2013,447,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-07-14,2013-07-20,2013,443,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-07-21,2013-07-27,2013,393,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-07-28,2013-08-03,2013,324,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-08-04,2013-08-10,2013,348,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-08-11,2013-08-17,2013,321,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-08-18,2013-08-24,2013,316,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-08-25,2013-08-31,2013,294,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-09-01,2013-09-07,2013,270,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-09-08,2013-09-14,2013,292,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-09-15,2013-09-21,2013,294,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-09-22,2013-09-28,2013,292,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-09-29,2013-10-05,2013,315,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-10-06,2013-10-12,2013,287,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-10-13,2013-10-19,2013,326,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-10-20,2013-10-26,2013,338,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-10-27,2013-11-02,2013,299,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-11-03,2013-11-09,2013,279,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-11-10,2013-11-16,2013,297,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-11-17,2013-11-23,2013,320,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-11-24,2013-11-30,2013,297,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-12-01,2013-12-07,2013,271,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-12-08,2013-12-14,2013,311,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-12-15,2013-12-21,2013,252,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-12-22,2013-12-28,2013,237,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2013-12-29,2014-01-04,2013,169,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-01-05,2014-01-11,2014,176,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-01-12,2014-01-18,2014,141,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-01-19,2014-01-25,2014,138,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-01-26,2014-02-01,2014,123,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-02-02,2014-02-08,2014,121,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-02-09,2014-02-15,2014,107,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-02-16,2014-02-22,2014,115,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-02-23,2014-03-01,2014,83,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-03-02,2014-03-08,2014,105,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-03-09,2014-03-15,2014,106,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-03-16,2014-03-22,2014,109,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-03-23,2014-03-29,2014,72,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-03-30,2014-04-05,2014,135,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-04-06,2014-04-12,2014,134,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-04-13,2014-04-19,2014,94,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-04-20,2014-04-26,2014,114,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-04-27,2014-05-03,2014,115,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-05-04,2014-05-10,2014,110,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-05-11,2014-05-17,2014,99,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-05-18,2014-05-24,2014,113,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-05-25,2014-05-31,2014,70,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-06-01,2014-06-07,2014,111,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-06-08,2014-06-14,2014,121,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-06-15,2014-06-21,2014,107,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-06-22,2014-06-28,2014,87,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-06-29,2014-07-05,2014,130,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-07-06,2014-07-12,2014,126,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-07-13,2014-07-19,2014,102,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-07-20,2014-07-26,2014,137,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-07-27,2014-08-02,2014,127,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-08-03,2014-08-09,2014,126,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-08-10,2014-08-16,2014,113,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-08-17,2014-08-23,2014,108,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-08-24,2014-08-30,2014,85,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-08-31,2014-09-06,2014,102,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-09-07,2014-09-13,2014,115,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-09-14,2014-09-20,2014,101,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-09-21,2014-09-27,2014,110,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-09-28,2014-10-04,2014,100,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-10-05,2014-10-11,2014,75,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-10-12,2014-10-18,2014,103,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-10-19,2014-10-25,2014,93,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-10-26,2014-11-01,2014,84,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-11-02,2014-11-08,2014,90,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-11-09,2014-11-15,2014,104,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-11-16,2014-11-22,2014,98,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-11-23,2014-11-29,2014,96,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-11-30,2014-12-06,2014,127,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-12-07,2014-12-13,2014,128,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-12-14,2014-12-20,2014,140,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-12-21,2014-12-27,2014,160,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2014-12-28,2015-01-03,2014,178,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-01-04,2015-01-10,2015,211,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-01-11,2015-01-17,2015,224,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-01-18,2015-01-24,2015,279,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-01-25,2015-01-31,2015,297,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-02-01,2015-02-07,2015,367,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-02-08,2015-02-14,2015,343,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-02-15,2015-02-21,2015,388,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-02-22,2015-02-28,2015,298,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-03-01,2015-03-07,2015,389,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-03-08,2015-03-14,2015,370,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-03-15,2015-03-21,2015,357,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-03-22,2015-03-28,2015,337,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-03-29,2015-04-04,2015,400,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-04-05,2015-04-11,2015,575,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-04-12,2015-04-18,2015,408,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-04-19,2015-04-25,2015,355,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-04-26,2015-05-02,2015,540,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-05-03,2015-05-09,2015,508,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-05-10,2015-05-16,2015,436,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-05-17,2015-05-23,2015,383,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-05-24,2015-05-30,2015,367,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-05-31,2015-06-06,2015,384,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-06-07,2015-06-13,2015,300,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-06-14,2015-06-20,2015,300,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-06-21,2015-06-27,2015,300,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-06-28,2015-07-04,2015,291,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-07-05,2015-07-11,2015,271,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-07-12,2015-07-18,2015,269,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-07-19,2015-07-25,2015,243,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-07-26,2015-08-01,2015,215,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-08-02,2015-08-08,2015,218,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-08-09,2015-08-15,2015,167,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-08-16,2015-08-22,2015,200,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-08-23,2015-08-29,2015,164,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-08-30,2015-09-05,2015,141,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-09-06,2015-09-12,2015,161,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-09-13,2015-09-19,2015,196,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-09-20,2015-09-26,2015,155,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-09-27,2015-10-03,2015,152,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-10-04,2015-10-10,2015,141,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-10-11,2015-10-17,2015,136,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-10-18,2015-10-24,2015,155,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-10-25,2015-10-31,2015,130,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-11-01,2015-11-07,2015,171,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-11-08,2015-11-14,2015,171,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-11-15,2015-11-21,2015,154,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-11-22,2015-11-28,2015,195,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-11-29,2015-12-05,2015,222,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-12-06,2015-12-12,2015,249,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-12-13,2015-12-19,2015,256,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-12-20,2015-12-26,2015,262,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2015-12-27,2016-01-02,2015,322,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-01-03,2016-01-09,2016,408,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-01-10,2016-01-16,2016,483,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-01-17,2016-01-23,2016,539,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-01-24,2016-01-30,2016,629,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-01-31,2016-02-06,2016,745,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-02-07,2016-02-13,2016,839,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-02-14,2016-02-20,2016,822,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-02-21,2016-02-27,2016,704,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-02-28,2016-03-05,2016,764,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-03-06,2016-03-12,2016,635,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-03-13,2016-03-19,2016,417,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-03-20,2016-03-26,2016,432,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-03-27,2016-04-02,2016,554,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-04-03,2016-04-09,2016,524,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-04-10,2016-04-16,2016,550,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-04-17,2016-04-23,2016,478,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-04-24,2016-04-30,2016,492,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-05-01,2016-05-07,2016,596,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-05-08,2016-05-14,2016,705,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-05-15,2016-05-21,2016,690,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-05-22,2016-05-28,2016,584,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-05-29,2016-06-04,2016,584,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-06-05,2016-06-11,2016,632,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-06-12,2016-06-18,2016,544,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-06-19,2016-06-25,2016,480,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-06-26,2016-07-02,2016,400,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-07-03,2016-07-09,2016,352,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-07-10,2016-07-16,2016,328,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-07-17,2016-07-23,2016,234,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-07-24,2016-07-30,2016,178,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-07-31,2016-08-06,2016,211,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-08-07,2016-08-13,2016,189,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-08-14,2016-08-20,2016,184,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-08-21,2016-08-27,2016,180,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-08-28,2016-09-03,2016,138,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-09-04,2016-09-10,2016,144,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-09-11,2016-09-17,2016,124,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-09-18,2016-09-24,2016,153,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-09-25,2016-10-01,2016,113,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-10-02,2016-10-08,2016,122,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-10-09,2016-10-15,2016,97,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-10-16,2016-10-22,2016,160,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-10-23,2016-10-29,2016,118,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-10-30,2016-11-05,2016,131,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-11-06,2016-11-12,2016,113,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-11-13,2016-11-19,2016,124,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-11-20,2016-11-26,2016,150,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-11-27,2016-12-03,2016,104,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-12-04,2016-12-10,2016,129,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-12-11,2016-12-17,2016,162,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-12-18,2016-12-24,2016,112,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2016-12-25,2016-12-31,2016,134,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2017-01-01,2017-01-07,2017,147,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2017-01-08,2017-01-14,2017,146,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2017-01-15,2017-01-21,2017,198,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2017-01-22,2017-01-28,2017,180,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2017-01-29,2017-02-04,2017,162,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2017-02-05,2017-02-11,2017,127,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2017-02-12,2017-02-18,2017,108,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2017-02-19,2017-02-25,2017,99,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2017-02-26,2017-03-04,2017,94,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2017-03-05,2017-03-11,2017,67,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2017-03-12,2017-03-18,2017,78,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2017-03-19,2017-03-25,2017,70,"total"
"COL","colombia","valle","cali","adm2",14374,"week",2017-03-26,2017-04-01,2017,90,"total"
